Tweet,HateLabel,TopicID
It still feels weird knowing that kill la kill and ttgl are partly responsible for me finding out im transgender,0,1
"Bev said I be doing gay face in my pictures. It’s where I basically look into the camera with dead eyes. Bro at this point, I can’t even disagree",0,1
"I know I'm late to the game on this, but I never thought of Top Gun as a gay movie until today while listening to @PodDamnAmerica and I can't believe I missed that all this time.",0,1
Lesbian couple:fatal accident with adopted kids 'committed murder-suicide' https://t.co/aq5IujITTs,0,1
Can’t wait to get my blood soaked stimulus check so I can turn it into gay body art,0,1
"This is all @UN_Women  know... Virtue signalling for the safe ‘fashionable’ parts of feminism whilst refusing to tackle the most pressing patriarchal assault on our rights. 

Come back to us when you call out the biological males trying to usurp Women🤯🤬.
https://t.co/DNaTouXB5r",0,1
"""All understanding begins with our not accepting the world as it appears."" ― Susan Sontag (died this day, December 28, 2004) #Gender #enterprise #leadership https://t.co/6P8TSldZEu",0,1
More than one person thought I was having a gender reveal yesterday.... I want y’all to go to hell 😭,2,1
"If you always want to turn everything into a gender war, please let me know so that I can block you",0,1
"ICYMI, last Friday we published our brand new Winter Issue 20/21 (No.25) with some fascinating articles on #PCVE, #deradicalization, #counternarratives, #xrw #terrorism, #ISIS #gender roles, and #missiology. Here is a quick rundown (full issue: https://t.co/WUvxmgQrb0). https://t.co/cb6JP0yROC",0,1
"rt + like to be in a gc🍇

☆ 13 - 16
☆ any gender
☆ crackheads
☆ let's all be friends !  
☆ don't let the gc die

i need more besties 😛✌🏻",0,1
I’m part of lgbtq+ and yes i may get attacked for this but i will not call someone kitten/kittenself . he/she/they is fine but not stuff like kitten.,0,1
"Some Negative effects from child sexual abuse:
1) Guilt/Shame
2) Gender Confusion
3) Low self-esteem/self-worth
4) A learned destructive coping mechanism.
5) Multiple partners in sex
6) Likelihood of molesting/abusing someone else.

Free Protection!  https://t.co/4wQ3pdT1cd",0,1
"This day in LGBTQ+ history, gay icon, Debbie Reynolds, died of a stroke in 2016.

She was known for iconic roles in The Unsinkable Molly Brown, Singin' in the Rain, &amp; Will &amp; Grace earning her a loyal fan base, including many gay men.

#letstalkaboutgaystuff #debbiereynolds #dec28 https://t.co/f9sDlSGmkC",0,1
"If you’re struggling, you’re never alone:
 
📞Samaritans 116 123

📞Calm 0800 58 58 58

📞Hopeline UK 0800 068 4141

📞Switchboard LGBT Helpline 0300 330 0630

📞Domestic Abuse Helpline 0808 2000 247

📞SANE 0300 304 7000",0,1
"Abuse can happen in any relationship. 
WORTH support all victims of domestic abuse, talk to us, 0330 222 8181 
@GalopUK #LGBT+ Helpline 0800 999 5428
@RefugeCharity 24-hour Helpline 0808 2000 247
In an emergency call 999
https://t.co/qJ9VPc1L4H https://t.co/iQVn3Gxmzw",0,1
"I will never envy what women must go through. The abuse they receive for their gender. The monthly scrambling of their hormones because of the magic of their ability to create life.

Life is hard enough with a fight it or fuck it brain, let alone a monthly tide of feels. https://t.co/fT3MCWj652",1,1
"A 60+ year old white male has access to enough bombpower to destroy 100s of livelyhoods and put 6 peace officers in danger in a city hit by a tornado March 3rd, yet no one has access to health Care (forget insurance) regardless of gender in the USA, PP, and Washington DC?",0,1
These gay photographers that sleep with half the people they shoot kinda weird,0,1
"This reminds me of another one bites the dust by queen. Dude, gay lgbtq anarchists =. Mass murderers by disease, misinformation, terrorism, hacking etc as opposed to Alan Turing gay cops etc",1,1
"A man was arrested by Pakistan's police, who is the part of the gang that raped, tortured and beat a transgender women.
The investigation began after the video footage of the  assault went viral. @PeterTatchell @RealTayChaTLC
https://t.co/ZCMN4Z0kwJ",0,1
tl is dead larry do smth gay,0,1
"Thanks to @UNCERF funds, @FAO is creating awareness on gender-based violence &amp; Prevention of Sexual Exploitation &amp; Abuse in Rwanda.
Read more &amp; #InvestInHumanity
https://t.co/HDBcNiytJF

w/ @FAOemergencies &amp; @FAORwanda https://t.co/4K899K5Jl5",0,1
Blood donor gays will be able to donate with fewer requirements in the UK https://t.co/dXhnjY0o4o,0,1
"MY TWO ""DADDIES"" / ""MUMMIES"" - WELCOME TO 2021/2030

For modern liberals, they are an important step in normalizing different kinds of families. But for others, children’s books depicting gay parents are an attack on traditional values. That’s the debate now playing out in Latvia",0,1
new album homosexual rage against the machine dead monster inc theme rats everywhere you look i red he ate his poop OH MY GOD WHAT IS WRONG WITH YOU GUYS I JUST SAW FANART OF ME SUCKING MATT'S DICK,1,1
"In Botswana, about 70% of women have experienced some form of physical or sexual abuse. Judicial organs want to change that. https://t.co/xrjz7Gxk5J https://t.co/PTfY6Fygwk",0,1
"School-related gender-based violence (SRGBV) involves sexual, physical, mental and psychological abuse in and around school.
Sexual harassment within school premises could hinder the future growth &amp; opportunity of students especially, female students. 
https://t.co/LexzYzvs7j https://t.co/Cr2ueiOinB",0,1
"President of Pakistan has amended the section 375 on proposal of me and my friend Barrister @Rafique003.Now rape of male and transgender would be penalized under section 375. Unfortunately, President has not encouraged the contributor by Appreciation Certificate. @SalAhmedPK https://t.co/bpBRqVIAG6",0,1
"the attacks on LGBT+ ppl &amp; the emergence of ""LGBT-free zones"" in Poland really hit home.Seeing participants at a Pride march in the city of #Białystok being attacked with stones,bottles &amp; Sticks by nationalists groups simply broke my heart.
What ever happened solidarity Movement?",0,1
All beautiful dead gay sons are usually named Mingus,0,1
"Adoration Destroyed-Voices Carry ('Til Tuesday Cover) https://t.co/z9pVZgSxLT via @YouTube I Like the name of his band, it would make a great title for a poem and subject matter. They have also changed the gender from he to she in the song.",0,1
"'She definitely saved lives': Peace laureate and Dignity San Antonio co-founder Nickie Valdez leaves a strong legacy after working all her life for gay rights and social justice. Valdez, 80, died Christmas Day after a long illness. @ExpressNews @DignityUSA https://t.co/ZAUdrn1unt",0,1
"The day we actually achieve anything &amp; support the just, instead of starting a gender war would be a bliss to witness!",0,1
"1. Sweet flowerets of the martyr band,
So early plucked by cruel hand;
Like rosebuds by a tempest torn,
As breaks the light of summer morn.

2. First victims offered for the Lord,
Ye little knew your high reward,
As, at the very altar, gay
With palms and crowns ye seemed to play.",0,1
I’m so gay but I can be straight for Tiger the minute he ask me. He’s so handsome and talented. I wanna learn the chorus choreography ! #War #Bollywood https://t.co/rSVBK3rQ88,0,1
"Gender based violence won't end, because of revenge, lies, hypocrisy and double standards, but it will end when we speak the truth always, doing what is right and the law doing what is right without fear or favor.
@awdf01 https://t.co/ohHJvFybOi",0,1
"When this happened some feminists were making jokes about how lesbian relationships are not too different from heterosexual relationships and y’all were kikiing 

Women are talking about abuse at the hands of other women and you’re laughing 

Nice oneeee",0,1
The next 'world war' will be a gender war.,0,1
"Y’all were here when multiple people came on here to talk about the abuse they went through with this babe and y’all moved pasted it because it’s lesbian drama.

A queer site is out here promoting her music and she’ll move on to other things, love that a lot

Give her more access",0,1
"Conspiracy! featuring (the real) Jon Ronson (and many others). From the maker of Family (praised by @dukope)

An uproarious detective game of  gay frogs, dead geese, Ecuadorian voting machines and much more. 

Would love to give @charltonbrooker an early copy. DM if interested.",0,1
"Sending my support and solidarity to @DrDeclanK, one of the most important and influential gender and sexuality scholars for me, who is receiving transphobic and ableist abuse on Twitter. I truly grateful for Declan’s work, always revealing something profound about our identities",0,1
"Also sad that many people will focus more on the nature of the act and not the crime itself.

Sexual violence is sexual violence, regardless of the nature. On no condition should the abuse of a boy be used to excuse homophobia.",0,1
"Issues with certain, modern LGBTQ+ organizations and why so many people have concerns: Any group supporting this is—interesting. #LGBT #LGBTQ #cdnpoli #cdnmedia

John Hein @dunedinbear LGBTQ+ activist and PIE member #194 died Dec. 23, 2020. A thread.
https://t.co/SiuJ2VRXQh",0,1
"Economic empowerment of women a weapon in the war against gender-based violence.

Read more on page 20 of PSM Magazine: https://t.co/cvZqEWufn1

#PSMMag
#PublicSectorManager
#GenderBasedViolence
#GBV 
#womenempowerment  
#EconomicRecoveryPlan 

@GovernmentZA 
@DWYPD_ZA https://t.co/IXeECwfZfh",0,1
An alternate history where Hitler was gay but he still killed all those people would be woefully incomplete without Dancing carefree in white linen pants .,0,1
"#DidYouKnow The Domestic Violence (Prevention &amp; Protection) Act 2013 protects women &amp; other vulnerable persons from all acts of gender-based, physical &amp; psychological abuse by their household members? #KnowYourRights #Standup4HumanRights @EUPakistan @SyedaShehlaRaza @Veerji_Kolhi https://t.co/DJD9EXiCyB",0,1
"Why is it, in the era when Amazon knows what I’ve been thinking and Facebook remembers my dead cat’s birthday 12 years on... @Pornhub can’t remember that I’m gay?",0,1
Transgender girl abuse; Try to protect the culprit! Mother trying to set fire with daughter https://t.co/KqCl3YM062,0,1
I fr got called gay cause I think I’m a prize I’m dead cryin I ain’t know that was supposed to be an insult https://t.co/tPCwzByBwk,0,1
"The gender wage gap myth is a more significant threat to Europe and North America than nuclear war, mineral resource exhaustion, or food insecurity, writes Bari Weiss for Spectator magazine #freethinking",0,1
lying in bed mid gender crisis and looking at the “daughter” wooden butterfly quote decoration my parents got me for christmas while mumbling “my daddy’s got a gun” over and over,0,1
i literally forgot that yntcd actually happened like that actually happened Taylor sat down and wrote a song about being gay with her hair died in the colors of the bi flag then said she was straight,0,1
"Those old pesky gender divisions are crumbling all around - and it's not to everyone's liking!
#GirlScouts #BoyScouts #gender #Manhattan #Federal #lawsuits 
https://t.co/vM2hYbpBdc",0,1
"1.Gender-based violence (GBV) is violence that is directed at an individual based on his or her biological sex OR gender identity. It includes physical, sexual, verbal, emotional, and psychological abuse, threats, coercion, and economic or educational deprivation,",0,1
UK: Court orders gay asylum seeker who fled to Britain after family threatened to kill him to return to Algeria https://t.co/yYPZAvXfbN,0,1
Couple of gay studs talk black guy into gay threesome and abuse his butthole https://t.co/Yjq71mEepX,1,1
"A world at war, a woman in conflict, who will win her heart? Richard? Lizzie? Or that Lady dressed in blue? 
https://t.co/GgXLLKqVTZ
@ persimew #lesfic #LGBT WW2 action adventure romance https://t.co/3RLdf6vXlG",0,1
"World could be a better and a peaceful place without black people, we kill each other, we rape we Rob we do all evil stuff to one another! 99% of gender based violence occur among black community. What's wrong with us?",2,1
How could I like just come to terms 100% w my sexuality just for my gender identity to say hiyeeeee and fucking destroy me,1,1
"Are you experiencing violence in your home? Help is available:

https://t.co/ltWckMaFwi https://t.co/Xx0UKIVCKr",0,1
"Domestic abuse isn’t defined by gender, age, sexuality or ethnicity. Help is available from us &amp; @RefugeCharity Speak out, seek help &amp; the future could look very different. Read Sarah’s inspiring story to see how there can be light at the end of the tunnel:https://t.co/ffxaiNfS8X https://t.co/PUQdbD6qgQ",0,1
"Guys are also VICTIMS of rape, but cos of the ideology n mentality the society has about the male gender...he can't speak out to prevent shame n stigmatization.🎭
So when fighting against rape, fight for both genders pls...🙏",0,1
i think there should be more stories about gay people coming back from the dead,0,1
"War on gender-based violence not for police alone, play part&gt;&gt;&gt;https://t.co/PUdtV4gmWO https://t.co/y7W3YKzDHs",0,1
"cw // death

Zoyer Zandel, an incredible activist for the transgender community here in the central valley, died suddenly and unexpectedly last night. If you have a second, please consider sharing this gofundme for his funeral expenses! https://t.co/l7KtpcU78Z",0,1
My lil brother gay but died 'cause a 👩,0,1
Disappointed dead poets society wasn’t gay,0,1
📷 m-a-n-i-a-c-h-a-e-l: briarin: You’re not gay unless you do this shot This is all I’m drinking from now on https://t.co/SglHZW3RZq,0,1
"#私の推しは悪役令嬢 

i thought this was about a lesbian pursuing the woman she loves but turn out it was about a mad lesbian scientist going feral bcs her gf about to die",0,1
Please play murder by numbers its such a wonderful game so far its a picross murder mystery set in the late 90s AND has positive representation of a drag house/gay characters its nee top fav game honestly,0,1
"As a gay man, I find myself very okay with aging. I drink water, minimize toxic stress on the body, workout everyday, get adequate blood flow to my extremities, moisturize, sleep as much as I can, and try to cackle with my roommate on the daily. I look in the mirror &amp; I'm happy!",0,1
*at a funeral for an AIDS victim* he died of being gay,0,1
"This gender war totally annoys me on this app. For most of the day it’s comparisons upon comparisons. Even when serious issues are raised, the first thing is people looking for gender indicators. 🤦‍♂️",0,1
"#Metooindia #RatanTata #AskDhruvRathee #CongressFoundationDay

Shameful...A 75 old woman lodged a false gangrape case.....

Shameful misuse of rape laws in India ...why only Gender biased laws are made in India. Everywhere else rape is a gender neutral crime https://t.co/PfO9YA7SiL",0,1
"Parents teach your sons. Teach them about sex. Tell them rape is evil. Teach them to protect the female gender.

Some boys don't even know rape is evil. They don't even know what rape is. Some think it's a show of strength and superiority.

So teach them morality of life.",0,1
homophobia is supernatural only featuring heterosexual couples in the opening murder scene,0,1
"It seems like this whole generation is gay these days 🙄 

Ok, it seems like suddenly all boomers and gen x now a days have medical conditions that make them die if they touch a mask what’s that about huh",0,1
"#Uzbekistan police blame victim in violent attack on pro-LGBT activist - @eurasianet looks at the culture war that turned violent in Tashkent 
https://t.co/dTh9OYWHxM",0,1
"i can not wait to be extra when God blesses me with my first child🥺 like ya'll are killing me with these gender reveals, baby showers, &amp; baby pics..",0,1
"Something I find always gets conveniently left out of conversation about gender-reaffirming treatment for trans kids is that...there’s more to the treatment than preventing suicide.

Just because someone isn’t going as far as trying to kill themselves, it doesn’t mean they’re...",0,1
"Drug abuse is catalyst for cultism, sexual, gender-based violence - POCACOV National Coordinator - https://t.co/C6xCTW5od0 @PoliceNG @UNICEF @UNODC_Nigeria @klint2u @UNODC @UNICEF_Nigeria @UNODC_TPB @UNODC @Chuklegend @TVCNews_Africa @ritaUdominic",0,1
"So to understand little nas thing
Hes gay
Uber christians dont like us guys who like dicks, and attack him for being openly gay artist
On the vine of gays going to hell lil nas features a video of the likes and releases a mock nike tennis shoe supposedly satanic infused with",1,1
There’s dead beat moms out there too . dead Beat” is not a gender specific word.,0,1
"This op-ed focuses on the class inequalities enabling abuse of security officers, domestic workers and others in SG. A more intersectional approach, though, would look not only at domestic workers' class, but gender/migration status/unique employment terms.https://t.co/gBQfUOiu27",0,1
gonna go tell obama im gay. hes gonna tell me its okay in a really philosophical way and then ill be instantly killed and my soul will be put in a robots body as all possible versions of myself become one,0,1
Watching pure Christians fighting against Gay supporters over a pair of creative sneakers with fake blood on them is hilarious asf,0,1
"I love this very specific genre of cinema called: 
""movies in which Gugu Mbatha-Raw plays a bisexual with a tragic story of when her husband died and ends happily in a long-lasting relationship with a girl""

I have two (2) so far: San Junipero and Summerland ✨",0,1
"Hunting survivors and craving post-game chat abuse in #DBD

#lgbt #twitch #SmallStreamersConnect  #horror #DeadbyDaylight 

https://t.co/HCh7O7tQoc",0,1
"NATIONAL Aimee Stephens, GNC teen murdered, Katie Hill, Amazon https://t.co/iKmlcwzywF https://t.co/9N39KRQ79U",0,1
"My FAVORITE pole instructors opened an all inclusive, LGBT and sex worker friendly, mask REQUIRED studio 7 minutes from my apartment 😭 I could die of happiness",0,1
#TinyPrettyThings Ballet has a lot more murder and a lot less gay sex than I thought.,0,1
somebody posted a pic of a lil black boy who don’t look no more than 11 smoking and pointing a gun at the camera and the weakest links in the comments talking bout “at least he ain’t gay” 😑😑😑😑 and the pick me’s are co-signing . weakest links = the ignorant niggers (hard R),1,1
"If you're happy and you know it clap your hands
If you're happy and you know it clap your hands

If ur having a panic attack in the bathroom right now cause you're feeling dysphoric about your life/gender and you cant show cause they I'll think you're ungrateful clap your hands",0,1
"As someone who's gay, sensitive to blood/gore, and who isn't a childish meme-obsessed edgelord, is Cyberpunk 2077 worth my time and/or money? 

Genuinely curious!",0,1
"Help I’m having a gay dilemma 

I’m playing Undertale and there is a part of the pacifist route where you go on a date with pappy and and like not attracted to men so it’s making me uncomfortable but also pappy is my favorite character so my brain is just dead rn 

Please help https://t.co/MUo176v0zb",0,1
The idea that gays can't do math was single handedly destroyed by Alan Turing,0,1
"A guy saying he was raped and people replying with ""swear say you no like am"" or people saying ""na cruise"" shows how messed up the society is...a society fighting for gender equality ffs.

A guy cannot be raped or sexually harassed?????😡😡😡",0,1
"13 things ab me.

1. 19
2. she/her
3. queer
4. 😶
5. Maybe aye maybe no
6.  tlw, oitnb 
7. drop dead fred
8. podcast, writing
9. tlw, odaat
10. Bette Porter &amp; Charity Dingle
11. one too many Fletcher (changes everyday tho😭)
12. online
13. no

comment an emoji for the questions",0,1
marsixm: lets make a new trope: gay characters who are actually seemingly impossible to kill to the point that all of their enemies are comically frustrated. functionally immortal gay characters. being gay making you immortal. unkillable gay... https://t.co/JyY1inA3hM,0,1
"Last T shot of the year, can't believe it's 4 years since I began, feel so much more settled in my own skin, know that my beard will never amount to much *shakes fist at genetics* but honestly just being able to finally be seen as my gender by others is the greatest gift https://t.co/lTrtwHGHoj",0,1
"*me understanding that the heart attack video is about jealousy*
me: GAY GIRLS 🌈💕❤️🌈🥰🥺",0,1
"YOUNG WOMAN KILLED: Courtney Key, 25, was shot &amp; killed in the 900 block of East 82nd, Chatham neighborhood, Southeast Side on December 25, 2020. Seen/heard anything tip at https://t.co/25lna6MWeL. Our condolences. #chicagostreetcrime #transgender https://t.co/rUnspCz7hr",0,1
"Degenerate bisexual superstar and legendary beauty Marlene Dietrich, fellow Capricorn, was BOTD in 1901 and died in 1992 at the age of 90. Her transgressive sexuality and gender fluidity made her light years ahead of her time https://t.co/7C4gVUnKjk",0,1
"Degenerate bisexual superstar and legendary beauty Marlene Dietrich, fellow Capricorn, was BOTD in 1901 and died in 1992 at the age of 90. She could eat any of her contemporary imitators, drag or otherwise, for a light, continental breakfast https://t.co/oXWYkiMlyC",0,1
"ignoring the game for a moment, im getting tired of seeing takes from white ppl saying cyberpunk as a genre is dead or just its aesthetics, when really the things that made the genre are no longer the minorities its focusing on in our reality, and it should be given to poc n lgbt",0,1
"Len: V flower's gender is actually recycling bins that are better than hair pins, but Miku is the musical titan we all attack on.",0,1
"Why do people get so hurt at trans gender women, like what's the deal and why....genuinely why......soon me and my sisters cant get health care in Arkansas unless you do something about it......your basically letting trans women and men die, I'm not being extreme that's the truth",0,1
Emo boy fit fo today ft Gay Flyers to try and make myself feel better (it worked a bit also don’t look at my Dead Face))) ✔️✔️ https://t.co/A40zvhtT1U,0,1
“Only when the gender norm is violated do we see an increase in the incidence of physical violence and emotional abuse...The gender norm story is a strong one that seems to operate consistently across a wide range of demographic characteristics.” https://t.co/JZbP3uI6sA,0,1
"Anyone can be the victim of domestic abuse. Abuse affects all people, regardless of age, gender, sexuality, race, or any other factor. Learn more about why abuse occurs and how we can dismantle the stigma around it to create long-lasting change here: https://t.co/XGUbC8XPD6",0,1
someone just called dead poets society queerbait and i am going to RIOTTTT!!!! the movie is literally a gay metaphor!!! do they want the characters to make out on camera????,0,1
sosorry for spamming with make up a lesbian im having a pnic attack ksjfkjaf,0,1
South Dakota’s anti-trans student-athlete bill is dead https://t.co/85mqL2oCYt via @outsports,0,1
"What the AR legislature did was awful and evil and cruel.

But please remember, the South is filled with queer people, a huge number of them, so don’t condemn the state as a whole. Support those Arkansans that will suffer because of the actions of a bigoted white death cult.",0,1
"📰 #MEDIARELEASE 📰

@JobWatchOrg is calling for legislative change to address the second shadow pandemic of sexual harassment and assault in workplaces: https://t.co/rsxydW0ErU

This comes after 100,000 women protested through the #March4Justice against gender-based violence.",0,1
It’s funny how they attacked me for telling people to report the yt boy for perpetuations of gay stereotypes and misinformation and here they are reporting the girl that be under everyone’s thread all cause they deemed her as annoying.,0,1
"As more and more of friends/loved ones are getting vaccinated, it's really interesting to see the vastly varying and counterintuitive side effects across individuals. I've seen some studies looking at gender, age, blood types. What else is out there studying the disparities?",0,1
"By the way, the church's silence on crime in general is disappointing.

Even Ms. Jackson's murder hasn't elicited a loud public response.

I wonder if they would have loudly spoken if Khanice was murdered by a homosexual or WORSE (to them?) had done an abortion?",0,1
"Scary and unbelievable in the USA in less than a year-

Biden Administration has made it their calling to ...
• destroy Democracy in America
• they’re defunding the police
• cancelling gender
• funding abortions 
• extending the lockdowns",0,1
"LGBTQ Jamaicas are #JustJamaicans suh high blood pressure and di diabetes affect dem to. Guess wah? All ah dem deserve fi si dun inna Nurse office an’ get dem check up.

Like and share this tweet with a friend  if you agree. 

#justjamaicans https://t.co/h4IA6LjndV",0,1
Gender Analysis of the Uyghur Genocide: Newlines Institute's Emily Prey https://t.co/xLnNOaBcqW via @YouTube,0,1
people raising us on the wrong word of god saying we will go to hell for being gay so it makes people turn on god when god said he doesn’t care about your sin as long as you believe in him and ask for forgiveness,0,1
"No I won't respect God because:
- slavery
- genocides
- rape 
- nonsense wars to be fought 
- colonization
- corrupted world leaders/govs
- racism/homophobia/transphobia/pedophilia.
All in the name of the bible. 🤷‍♀️",1,1
That lil @LilNasX shoes is out of pocket not cuz he gay but because it’s demonic and it’s covid how we walking around with the blood in the shoes smh ?,0,1
Indians: Cleveland making same mistake twice in Shane Bieber contract talks https://t.co/Nh8FdFevtM The song remains the same. Please save the sheep and sell  the queer C's there has been enough blood letting on your watch. Not Cleveland either,0,1
#GenderNeutralRape Why Yoga Trainer Elodie’s Petition To Make Rape Laws Gender Neutral Is The Need Of The Hour https://t.co/wIO8jEyUJS via @parvadavardini,0,1
“but this character isnt gay tho” bitch ill kill you leave me alone https://t.co/kbiBgDqzwo,1,1
Letting Gay Men Donate Blood Could Help Solve a Major Health Crisis https://t.co/jKBwikoRwM via @menshealth,0,1
"Roses are red, I can see, this is my peepee rayana rage against the machine ???? uhhhhhhhh assassin more like in my ass (please) i'm NOT gay",1,1
bitches really tell gays to go to hell but when lil nas x actually goes to hell on a pole they mad?,1,1
chr*stians love talking abt how gays go to hell but when lil nas x goes they get upset,0,1
I don’t understand why Christians are so shocked with Lil Nas X. Weren’t they the ones saying gay people go to hell?,0,1
"Just reading the bill breaks my heart.

RE: #3- You know why many kids who experience gender dysphoria identify as cis in their adulthood?

Because they're taught that their options are conformity or homelessness/assault.

Here is a thread on my experiences with gender dysphoria: https://t.co/tTcxAQEQMl",0,1
".@eepreylove provides a crucial analysis on gender and genocide. I personally found her assessment on how genocide-makers use sexual violence to try to destroy both the individual and a community, harrowing. And demanding of our attention.
https://t.co/QDeQtNhOeX #YazidiGenocide",0,1
How are ppl more mad at some annoying gay dude saying he’s illegal in certain countries than the actual countries queer people get legally murdered in???,0,1
"This is the most blatant attack on human rights that I have ever seen in my lifetime, in the US. This will help nothing but spreading hate and discrimination in the US https://t.co/IPdDSibOnz",0,1
"A time is coming when men will go mad, and when they see someone who is not mad, they will attack him, saying, “You are mad; you are not like us.” — St. Antony the Great 

Biden Just Elevated A Transgender Man Who Supports Child Mutilation https://t.co/RvYTNQIaSQ",0,1
"Yo. Imagine if the world ended because an openly gay singer released #satanshoes with blood in them going up to 666 pairs, and NOT all the other stuff 🤣🤣🤣🤣 #lilnasX",0,1
"A picture surfaced earlier yesterday of a girl who was killed and dump in a gutter opposite a mall in Enugu Pls mind who you trust. Irrespective of the gender always tell at least one person who you’re going to see with picture proof for easier identification pls
stay safe..",0,1
"this #arkansas anti trans legislation is sickening, and will lead to suicides. the moral panic is absurd and cruel. im donating to the transgender equality network which serves the trans community in northwest arkansas. https://t.co/FNfsKw2Hxo",1,1
Anyone tweeting about the little nas x video disrespecting their religions need to get a grip. Their religion has  condemned the LGBTQ+ population as well as destroyed the livelihood of other disenfranchised groups like that’s way more disrespectful. They’ve disrespected whole,0,1
Mfs LOOOOVE saying gays are going to hell then get MAD when @LilNasX actually goes there and give him a lap dance before killing him... okay 😑🙄 makes sense FOH anywho don't forget to stream #CallMeByYourName https://t.co/9nJcNbZLsv,0,1
A woman was killed by the police in Mexico days before the country was set to host a @UN forum on gender equality. https://t.co/aaCQ7K7AoN,0,1
"Michael Champion (AKA Sable Alexander), RN/DON, The Park, Plano, TX, died of #covid19 1/13.  In addition to his nursing duties, he also raised countless dollars for HIV activism &amp; community charities, and ran the Miss Gay Texas pageant.  #healthcareheroes https://t.co/VgWmzf4fbh https://t.co/TAJFl0Zopw",0,1
"Hank Green, a literal biologist, just destroyed the concept of gender conformity in one tiktok... sir, you win. https://t.co/crUDb6wNN3",0,1
"christians: all gays go to hell!

lil nas x: *goes to hell*

christians: wait thats illegal",0,1
God hearin Christians say gay people go to hell when He’s literally agender https://t.co/VmJ0aB8LWv,0,1
"People mad about LNX Montero, I'd rather my kids be exposed to that than ""Blurred Lines"". Proud gay black man owning his sexuality vs a song about how rape and sexual assault isn't the mans fault. Don't remember the ""Christian"" uproar against the rape culture 🐸☕ #freelilnasx",0,1
"TONIGHT, 7PM International Transgender Day of Visibility. @MirrorMemoirs hosts a panel of transgender, non-binary &amp; intersex child sexual abuse survivors of color. #OneCityOneBook #TransgenderDayofVisibility https://t.co/0Iz6YvpouG https://t.co/TZqg2DHoIl",0,1
"Why transgender girls are suddenly the focus of the GOP’s culture war
https://t.co/X9Gqd3mkBx",0,1
Shiiii @LilNasX even got gun girl riled up too that’s how u knowwww he’s winning and the gays are taking overrrr yesss,0,1
I find it hilarious that Lil Nas made that video because Christians told him he was gunna go to hell for being gay &amp; their response was that he’s going to hell for the video 😭😭 if telling people they’re going to hell doesn’t bring them to God then change the strategy maybe???,0,1
"cw homophobia murder
lrt this is something I think about a lot  when it comes to internet ""activism"". You'll have hundreds of people fighting about using the word queer without caring that some countries still condone killing people for being gay or trans... The fight isn't over",0,1
no honestly lil nas did what he needed to do how yall tell him go to hell for being gay and he did and ur still mad abt it!!,0,1
"Robina Asti, the #transgender woman who flew missions as a pilot in World War II before transitioning in the 1970s, passed away peacefully in her sleep on Friday, March 12.  Robina Asti, Trans #WorldWarII Pilot and Noted Activist, Dies at 99 https://t.co/QQTUHKuVwP",0,1
"On Kwasu Radio 103.9fm today: Nigeria has 200m citizens and 5m artisans. Are these artisans gaining anything from the government?? 2nd Segment:Gender Equality; do guys get raped??? What are the risk guy are more prone too?? 
YouTube https://t.co/Y0hSwxufFk 
    #AjibareTalk https://t.co/nP2b3MBjX4",0,1
Haven’t stopped thinkin bout when lil nas x said y’all want gay people to go to hell so bad but get mad when they finally go 😭😭 funniest dude on the internet,0,1
"Peoples chemical balances are only heterosexual if mine are and I'm not tortured killed and or sent to hell. But if I am their not, but instead their all homosexual like the snake is.",1,1
"After getting thousands killed, Noem is out to prove that she's a pragmatic bigot https://t.co/ns7VoQsP6l",0,1
"Putting aside that this bill will kill people, you really think businesses will come to this state if you sign this @AsaHutchinson? I hope you at least consider that. https://t.co/R2lddbAckI",0,1
"Attention needs to shown on the just signed Arkansas bill HB1570 that prohibits doctors from providing gender-affirming medical care to transgender children. This is yet another discriminating Republican attack on humanity.

https://t.co/L6YgGdbsZm",0,1
"BLOOD / IMPLIED MURDER //
it isnt gay to marry a man if you plan on betraying him to take over the throne right
-
#fantroll #fantrolls https://t.co/iJqGsP4YnH",0,1
my high school suspended a girl for a tiktok editing homophobic teachers onto gay pride flags I’m dead,0,1
"Closing the gender gap the Yankeestan way.

https://t.co/Q8lJG81vbn",0,1
"Did Christians miss our queer tiktok messiah making satan nut and snapping his neck? 

That’s exactly what Lil Christ X did in those three days he was dead. #secondcumming",0,1
Arkansas passes bill to ban gender-affirming care for trans youth seen American there gun are killing real real people and kids we make bills for gender American will never move forward as long kkk elected officials think citizens of those Republican states ??what have they done,0,1
"To teach gender fluidity to kindergarten aged children is child abuse...

and for any aged child.  Period.",0,1
Gay paramedic says he was refused entry to mosque to treat heart attack patient https://t.co/Y71sOevbSS,0,1
"Christians will happily ignore any kind of media with murder/gore but they freak tf out when a gay boy twerks on Satan LMAO so sick of them constantly spewing toxic shit at anyone who isn’t white, straight and religious",1,1
"Australian women definitely need more support if we're going to have anything close to a shot at gender equality. Jane Hume has her work cut out for her. 

@YahooFinanceAU 

https://t.co/jK4xCMKwIf",0,1
"if being gay is a sin,,,,,, and Jesus died for my sins,,,,,,,, then,,,,,,,,, why am i going to hell but youre not kelly?",0,1
"I fully support Lil nas x going OFF on these hypocrites. You told us to go to hell and we made it fun, now you're mad? Fuck off.
die made and remember irelands legalized gay marriage ✌",1,1
